,round,source,volume,time
0,1,B01,1,1
1,1,B02,1,1
2,1,B03,1,1
3,1,B04,1,1
4,1,B05,1,1
5,1,B06,1,1
6,1,B07,1,1
7,1,B08,1,1
8,1,B09,1,1
9,1,B10,1,1
10,1,CLEAVE,1,1
11,1,READOUT WASH,1,1
12,1,IMAGING BUFFER,1,1
13,1,SSC,1,1
