									0.049844	0.018811	-0.007986	-0.011612	-0.014345	-0.029974	-0.040821	-0.051391	-0.059030	-0.068157	-0.070336	-0.066557	-0.059273	-0.052919	-0.051613	-0.049295	-0.039747	-0.028853	-0.027129	-0.023023	-0.014851	-0.005351	-0.001334	0.012865	0.029626						
									0.028381	0.018508	-0.005151	-0.015939	-0.015476	-0.027567	-0.040485	-0.049367	-0.056569	-0.059312	-0.057678	-0.053049	-0.052375	-0.053166	-0.054617	-0.053608	-0.044700	-0.030628	-0.020940	-0.026271	-0.019447	-0.004257	0.010933	0.028355							
										0.014456	-0.011089	-0.021643	-0.025343	-0.030968	-0.040662	-0.046428	-0.056474	-0.055417	-0.054820	-0.049603	-0.051017	-0.056933	-0.059170	-0.054401	-0.042504	-0.026903	-0.016187	-0.021966	-0.010793	0.006239	0.029102	0.049491							
										-0.022105	-0.016551	-0.028110	-0.038950	-0.045502	-0.044032	-0.047451	-0.054981	-0.056922	-0.056392	-0.052027	-0.052590	-0.055466	-0.054831	-0.047139	-0.037706	-0.026956	-0.021737	-0.018400	-0.003894	0.021582	0.036850								
											-0.021661	-0.034659	-0.042251	-0.055885	-0.055864	-0.052753	-0.057909	-0.060779	-0.061154	-0.054343	-0.045712	-0.045772	-0.040700	-0.034333	-0.033669	-0.034842	-0.031041	-0.022656	-0.001596	0.027046									
												-0.032185	-0.042112	-0.049824	-0.056805	-0.059929	-0.063952	-0.066522	-0.064586	-0.052572	-0.046656	-0.043140	-0.039707	-0.036535	-0.044646	-0.050446	-0.041331	-0.025246	-0.001287										
													-0.021048	-0.019434	-0.032823	-0.052425	-0.062066	-0.068262	-0.062202	-0.052908	-0.047265	-0.041995	-0.047065	-0.050226	-0.055883	-0.058317	-0.041871	-0.021039											
																-0.033730	-0.057333	-0.061652	-0.053358	-0.046857	-0.046583	-0.051585	-0.050968	-0.044457	-0.045158	-0.039552	-0.027084												
																	-0.083090	-0.060686	-0.041299	-0.030958	-0.042022	-0.062615	-0.075017																
																																							
																																							
																																							
