Wavefront
Acquisition 	2020/10/14 14:47:42.084
Save 	2020/10/14 21:30:04.034

ASO Size : 40 x 32; ASO Step : 114.077560 um x 114.052567 um
Selection : Tilt X 0; Tilt Y 0; Focus 1; Astig 0° 1; Astig 45° 1
Unity : Microns
Area Size : 160 x 128; Area Step : 28.519390 um x 28.513142 um
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																															-0.017419	-0.017574	-0.017847	-0.018150	-0.018548	-0.019042	-0.019616	-0.020235	-0.020830	-0.021527	-0.022479	-0.023839	-0.025636	-0.027678																																																																			
																																																																											-0.002997	-0.001321	0.000338	0.001145	0.001718	0.002067	0.002018	0.001387	0.000122	-0.001524	-0.003273	-0.004889	-0.006479	-0.008136	-0.009924	-0.011915	-0.014152	-0.016505	-0.018827	-0.021209	-0.024439	-0.027375																																																															
																																																																							0.015757	0.014357	0.013372	0.013459	0.014513	0.016017	0.017464	0.018506	0.019615	0.020510	0.020755	0.019923	0.017978	0.015396	0.012682	0.010245	0.007827	0.005363	0.002864	0.000324	-0.002316	-0.004972	-0.007535	-0.010042	-0.012969	-0.015645	-0.017227	-0.016723	-0.013506	-0.009404																																																											
																																																																				0.020440	0.020885	0.021359	0.021649	0.021922	0.022417	0.023370	0.024798	0.026443	0.028030	0.029422	0.031057	0.032489	0.033120	0.032373	0.030235	0.027301	0.024194	0.021416	0.018634	0.015790	0.012924	0.010051	0.007085	0.004126	0.001299	-0.001372	-0.004221	-0.006827	-0.008647	-0.009009	-0.007392	-0.005164	-0.003910	-0.004966	-0.007699																																																								
																																																																		0.024110	0.024491	0.024502	0.024561	0.024989	0.025507	0.026166	0.027103	0.028471	0.030341	0.032465	0.034565	0.036514	0.038807	0.040910	0.042119	0.041761	0.039855	0.037048	0.034011	0.031284	0.028516	0.025635	0.022674	0.019630	0.016386	0.013101	0.009976	0.007112	0.004195	0.001543	-0.000415	-0.001134	-0.000162	0.001354	0.002075	0.000884	-0.001659	-0.005184	-0.009474																																																						
																																																																0.026707	0.028434	0.029334	0.029253	0.028693	0.028225	0.028280	0.028464	0.028871	0.029719	0.031239	0.033518	0.036209	0.038923	0.041459	0.044397	0.047165	0.048988	0.049140	0.047673	0.045244	0.042523	0.040053	0.037495	0.034759	0.031851	0.028737	0.025260	0.021665	0.018251	0.015204	0.012174	0.009442	0.007407	0.006569	0.007330	0.008654	0.009342	0.008389	0.006302	0.003410	-0.000099	-0.004381	-0.010588																																																				
																																																														0.027065	0.029648	0.031891	0.033519	0.034216	0.033799	0.032828	0.031949	0.031635	0.031400	0.031419	0.032019	0.033538	0.036055	0.039127	0.042271	0.045209	0.048587	0.051821	0.054104	0.054689	0.053662	0.051655	0.049304	0.047126	0.044813	0.042258	0.039447	0.036309	0.032658	0.028813	0.025166	0.021982	0.018877	0.016097	0.014017	0.013095	0.013681	0.014849	0.015528	0.014824	0.013190	0.010916	0.008165	0.004919	0.000585	-0.004029	-0.007896																																																		
																																																													0.028885	0.031549	0.034034	0.036164	0.037684	0.038297	0.037815	0.036786	0.035841	0.035439	0.035092	0.034991	0.035485	0.036928	0.039380	0.042407	0.045535	0.048496	0.051925	0.055245	0.057657	0.058434	0.057688	0.055998	0.053932	0.051955	0.049796	0.047351	0.044593	0.041435	0.037662	0.033647	0.029847	0.026591	0.023511	0.020768	0.018644	0.017492	0.017601	0.018231	0.018526	0.017775	0.016375	0.014507	0.012240	0.009559	0.006174	0.002487	-0.000993	-0.003967	-0.007077																																																
																																																											0.027754	0.030727	0.033448	0.035807	0.037991	0.039860	0.041215	0.041819	0.041522	0.040760	0.040031	0.039690	0.039310	0.039106	0.039429	0.040626	0.042720	0.045334	0.048069	0.050703	0.053797	0.056824	0.059067	0.059877	0.059397	0.058084	0.056374	0.054625	0.052640	0.050323	0.047634	0.044465	0.040574	0.036391	0.032441	0.029129	0.026117	0.023450	0.021279	0.019813	0.019274	0.019156	0.018866	0.017932	0.016688	0.015160	0.013273	0.010910	0.007915	0.004612	0.001390	-0.001546	-0.004766	-0.007715	-0.009645																																														
																																																										0.030740	0.033240	0.035657	0.037873	0.039808	0.041588	0.043124	0.044284	0.044917	0.044939	0.044613	0.044239	0.044006	0.043583	0.043223	0.043288	0.044116	0.045677	0.047674	0.049807	0.051921	0.054474	0.057009	0.058916	0.059655	0.059393	0.058447	0.057094	0.055569	0.053756	0.051576	0.048980	0.045845	0.041908	0.037644	0.033626	0.030321	0.027433	0.024890	0.022706	0.020938	0.019744	0.018857	0.017949	0.016788	0.015650	0.014399	0.012813	0.010644	0.007779	0.004616	0.001603	-0.000944	-0.003421	-0.005616	-0.007186	-0.007737	-0.007037																																												
