Intensity (Arbitrary Unity)
Acquisition 	2020/10/14 16:25:49.261
Save 	2020/10/14 21:59:34.952

ASO Size : 40 x 32; ASO Step : 114.077560 um x 114.052567 um
Area Size : 160 x 128; Area Step : 28.519390 um x 28.513142 um
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																											0.283394	0.278713	0.276399	0.281532	0.296061	0.312308	0.321666	0.315626	0.293289																																																												
																																																																																							0.277193	0.286692	0.294829	0.300376	0.302494	0.303530	0.306190	0.313892	0.329464	0.345717	0.354288	0.346698	0.321356	0.288862	0.260760																																																										
																																																																											0.230085	0.248923	0.264444	0.271721	0.271125	0.267088	0.264120	0.266200	0.272152	0.279564	0.286280	0.290312	0.291932	0.292766	0.294427	0.298262	0.303590	0.309972	0.317160	0.325859	0.339316	0.352496	0.359158	0.352847	0.331938	0.305053	0.281685	0.270657	0.271025																																																								
																																																																							0.263767	0.272138	0.282802	0.296878	0.318014	0.340227	0.356160	0.358636	0.347222	0.329673	0.314213	0.308123	0.309337	0.313329	0.316006	0.313401	0.305356	0.296050	0.289890	0.290959	0.298768	0.309888	0.320884	0.329434	0.338842	0.347027	0.350805	0.346718	0.333361	0.316066	0.300828	0.293526	0.294630	0.297633	0.295603																																																						
																																																																				0.300985	0.309384	0.318722	0.329040	0.340601	0.353665	0.369673	0.392700	0.415873	0.430779	0.429031	0.409524	0.382117	0.357439	0.344868	0.341657	0.342089	0.341040	0.333461	0.318895	0.303000	0.291821	0.291131	0.300856	0.315321	0.328626	0.335997	0.340456	0.342748	0.342731	0.339891	0.332928	0.324089	0.316118	0.312121	0.313751	0.315698	0.311918	0.295992	0.265767																																																				
																																																																		0.310783	0.319775	0.331176	0.343461	0.355406	0.367827	0.380859	0.394394	0.409404	0.429572	0.449015	0.460475	0.456598	0.436019	0.407911	0.382268	0.367803	0.361572	0.358786	0.355344	0.347163	0.333721	0.319796	0.310536	0.311111	0.322340	0.337961	0.351187	0.356187	0.355264	0.351178	0.346110	0.341664	0.336176	0.330261	0.325065	0.322291	0.324011	0.325761	0.322250	0.307791	0.280250	0.248160	0.221074																																																		
																																																																0.323504	0.321797	0.326641	0.336383	0.348728	0.361785	0.374205	0.387575	0.401128	0.413581	0.424387	0.435888	0.445508	0.449851	0.445284	0.430520	0.410908	0.392418	0.379985	0.370904	0.363846	0.358253	0.353477	0.349144	0.346400	0.346552	0.351570	0.363899	0.378309	0.388601	0.389074	0.380562	0.367653	0.354881	0.345861	0.338098	0.331305	0.325939	0.323011	0.324467	0.326702	0.325363	0.315950	0.297341	0.275531	0.257122	0.248194	0.247913																																																
