Intensity (Arbitrary Unity)
Acquisition 	2020/10/14 14:47:42.084
Save 	2020/10/14 21:54:17.685

ASO Size : 40 x 32; ASO Step : 114.077560 um x 114.052567 um
Area Size : 160 x 128; Area Step : 28.519390 um x 28.513142 um
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																																																																																																															
																																																																															0.295704	0.310990	0.325878	0.337807	0.348362	0.357991	0.366681	0.374677	0.382867	0.389822	0.393781	0.392711	0.385432	0.375551																																																																			
																																																																											0.385847	0.388026	0.393001	0.398576	0.407854	0.418893	0.428722	0.434798	0.438158	0.439962	0.441105	0.442384	0.443602	0.444225	0.443754	0.441747	0.438314	0.433751	0.428330	0.422182	0.414856	0.406822																																																															
																																																																							0.525924	0.512829	0.499439	0.495268	0.494748	0.495788	0.497902	0.501031	0.506573	0.512723	0.517172	0.517846	0.515226	0.510745	0.505748	0.501222	0.496115	0.490844	0.486163	0.483119	0.482827	0.482753	0.479915	0.471303	0.456388	0.438885	0.422829	0.412648	0.410274	0.408703																																																											
																																															0.670142	0.621886	0.584865	0.580856	0.606667	0.644778	0.677880	0.690504	0.686497	0.676199	0.669228	0.674515	0.691070	0.711283	0.727514	0.732705	0.727755	0.718524	0.710851	0.709112	0.709123	0.712088	0.720534	0.738234	0.769811	0.805330	0.833015	0.842339	0.835889	0.820744	0.803503	0.789182	0.773295	0.756808	0.742090	0.731559	0.725709	0.721464	0.715463	0.704131	0.686257	0.667031	0.652233	0.647679	0.654303	0.665044	0.672249	0.669384	0.659202	0.644566	0.627628	0.609338	0.585880	0.561392	0.541352	0.530854	0.529363	0.532499	0.535851	0.535764	0.534187	0.532178	0.530246	0.529834	0.534207	0.537569	0.532878	0.512505	0.473433	0.427315	0.387227	0.364715	0.356392	0.355228	0.354921	0.350702	0.346949	0.342593	0.335187	0.322228																																	
																																														0.639434	0.622097	0.603886	0.591832	0.592651	0.606262	0.626058	0.645170	0.657737	0.666228	0.673212	0.680620	0.690518	0.703655	0.716966	0.727026	0.729860	0.723097	0.713874	0.710358	0.720378	0.743936	0.773201	0.800004	0.817861	0.831388	0.840914	0.845378	0.843451	0.834058	0.819962	0.804368	0.789487	0.772358	0.754719	0.739285	0.728918	0.724514	0.722016	0.716916	0.704630	0.684258	0.661583	0.642916	0.634572	0.637480	0.644085	0.646223	0.636267	0.614901	0.588840	0.564880	0.548558	0.536525	0.527710	0.522015	0.519818	0.522738	0.528239	0.533184	0.534915	0.534636	0.533399	0.531938	0.531769	0.535680	0.538438	0.533732	0.514750	0.478862	0.436387	0.398893	0.376440	0.365501	0.360718	0.357574	0.352849	0.350351	0.348222	0.343363	0.332942	0.317423																																
																																													0.607448	0.588662	0.588480	0.596971	0.606686	0.611163	0.612728	0.614741	0.620005	0.631495	0.650217	0.671854	0.691596	0.705532	0.716064	0.723900	0.729046	0.730026	0.721759	0.712495	0.712391	0.732236	0.775665	0.827042	0.868947	0.885959	0.882439	0.867993	0.851319	0.839495	0.828223	0.816155	0.803195	0.788866	0.771842	0.754368	0.739187	0.729292	0.725937	0.724456	0.719604	0.706120	0.683216	0.657202	0.634903	0.623122	0.622769	0.625827	0.623653	0.607662	0.576821	0.541093	0.511189	0.496510	0.494099	0.498497	0.504908	0.509743	0.516450	0.524021	0.530350	0.533600	0.534393	0.533737	0.532497	0.532138	0.534841	0.536233	0.531085	0.513759	0.482104	0.444626	0.410857	0.388911	0.375288	0.366541	0.360137	0.354558	0.352921	0.352588	0.349856	0.341593	0.329225																																
																																												0.663535	0.606676	0.586752	0.593522	0.611835	0.628999	0.633711	0.628923	0.622001	0.619736	0.628609	0.648540	0.673155	0.695822	0.711101	0.722112	0.730135	0.735559	0.737069	0.728887	0.720032	0.721669	0.746063	0.798564	0.859775	0.907825	0.922891	0.908859	0.880371	0.851522	0.834030	0.821761	0.811176	0.800449	0.787812	0.773193	0.758457	0.745569	0.736908	0.734176	0.732725	0.727190	0.712108	0.686375	0.656926	0.631334	0.617102	0.615074	0.616621	0.612486	0.593255	0.557077	0.515834	0.482488	0.468657	0.471581	0.483322	0.496439	0.505108	0.513807	0.522390	0.529338	0.533305	0.534658	0.534255	0.532880	0.531726	0.532308	0.531414	0.525228	0.509608	0.482886	0.451429	0.422388	0.401694	0.386187	0.374149	0.364749	0.357888	0.355960	0.355873	0.353668	0.346145	0.335327	0.321717																															
																																											0.744960	0.691430	0.643722	0.628686	0.636599	0.653574	0.668085	0.669649	0.660208	0.647656	0.639633	0.643074	0.656631	0.675167	0.693731	0.708578	0.723137	0.736582	0.747006	0.751187	0.744338	0.736064	0.737847	0.762308	0.814997	0.875893	0.922417	0.933809	0.913084	0.876981	0.842052	0.822150	0.810393	0.802104	0.794494	0.785210	0.775338	0.765783	0.757163	0.750727	0.748738	0.746929	0.740163	0.722983	0.693571	0.659807	0.630470	0.614160	0.611520	0.613093	0.608813	0.588480	0.550188	0.506679	0.471829	0.458137	0.462867	0.477167	0.492639	0.502642	0.512017	0.520950	0.528160	0.532589	0.534808	0.535114	0.533643	0.530686	0.526788	0.520931	0.511888	0.498143	0.478534	0.456126	0.434471	0.416300	0.399306	0.383833	0.370948	0.362090	0.358701	0.357418	0.354293	0.346227	0.335567	0.322282																															
																																											0.755367	0.724712	0.695293	0.688027	0.694311	0.704700	0.711953	0.709185	0.696578	0.680775	0.668651	0.666065	0.670501	0.679455	0.691079	0.704615	0.723540	0.743976	0.760814	0.768250	0.763156	0.755508	0.756666	0.778995	0.827558	0.883241	0.924555	0.931480	0.905970	0.865441	0.827471	0.806838	0.796448	0.790981	0.787047	0.782054	0.778261	0.775247	0.771886	0.767908	0.766082	0.762986	0.754208	0.734720	0.701779	0.664071	0.631491	0.613660	0.611037	0.613390	0.609899	0.589740	0.551346	0.507630	0.472543	0.458636	0.463116	0.477155	0.492393	0.502228	0.511495	0.520350	0.527479	0.531887	0.534474	0.535036	0.533088	0.528029	0.519386	0.508391	0.496472	0.484828	0.472888	0.460214	0.446523	0.431149	0.412733	0.393754	0.377211	0.366104	0.360866	0.357920	0.353403	0.344370	0.333405	0.320008	0.302868																														
																																										0.745441	0.758080	0.750034	0.738740	0.738714	0.742434	0.745414	0.745261	0.739259	0.725959	0.710009	0.696703	0.690201	0.687382	0.688247	0.693745	0.705740	0.727501	0.752806	0.774164	0.783885	0.780217	0.773187	0.773792	0.793927	0.838238	0.888635	0.924828	0.927659	0.898107	0.854024	0.813739	0.792702	0.783656	0.780827	0.780396	0.779718	0.782274	0.786067	0.787952	0.785803	0.782662	0.776600	0.764675	0.742999	0.707893	0.668152	0.634070	0.615653	0.613380	0.616607	0.614079	0.594670	0.557203	0.514373	0.479787	0.465655	0.469137	0.481809	0.495746	0.504737	0.513524	0.521995	0.528591	0.532096	0.533465	0.532640	0.529272	0.522675	0.511652	0.498485	0.485917	0.476626	0.470769	0.465459	0.457635	0.444130	0.424139	0.401902	0.382089	0.369056	0.362400	0.358301	0.352896	0.343329	0.332501	0.319400	0.302084																														
																																									0.668209	0.727184	0.750865	0.755738	0.754840	0.758594	0.759895	0.757794	0.753462	0.747373	0.737306	0.725748	0.715971	0.710339	0.706200	0.704726	0.707944	0.718596	0.739414	0.764014	0.784898	0.794441	0.791124	0.784597	0.785393	0.805054	0.848551	0.897713	0.932068	0.932087	0.898086	0.849171	0.805186	0.782866	0.774397	0.773461	0.775846	0.778932	0.787584	0.797934	0.804470	0.802750	0.795661	0.783795	0.766891	0.743388	0.708781	0.670638	0.638225	0.620691	0.618961	0.622653	0.620651	0.601998	0.565649	0.523954	0.490120	0.475980	0.478716	0.490252	0.503016	0.511154	0.519475	0.527420	0.532945	0.534192	0.531513	0.526295	0.519881	0.513183	0.504914	0.495877	0.487299	0.480680	0.477132	0.473673	0.466848	0.453011	0.430996	0.406005	0.383818	0.369738	0.362947	0.359233	0.354448	0.345637	0.336291	0.324711	0.308058	0.282335																													
																																									0.639858	0.700589	0.731546	0.745705	0.752120	0.757336	0.754047	0.745449	0.737101	0.733596	0.732415	0.732324	0.732800	0.733098	0.732373	0.732497	0.735678	0.744505	0.760603	0.779216	0.794889	0.801756	0.797636	0.791302	0.792575	0.812576	0.857162	0.907403	0.941763	0.939550	0.900580	0.845790	0.797085	0.772915	0.764562	0.765200	0.770357	0.777692	0.793876	0.812355	0.824262	0.821751	0.807060	0.785051	0.760115	0.734877	0.703907	0.671820	0.645088	0.630488	0.629995	0.634199	0.632678	0.615130	0.580461	0.540433	0.507649	0.493365	0.494755	0.504331	0.515143	0.521982	0.529837	0.537265	0.541239	0.538580	0.528328	0.514943	0.503369	0.498154	0.498641	0.501158	0.502074	0.498603	0.493129	0.485259	0.473855	0.457071	0.432300	0.404864	0.381109	0.366894	0.361471	0.359978	0.357572	0.350924	0.344535	0.335732	0.320357	0.292931																													
																																								0.511393	0.610004	0.669616	0.705257	0.726419	0.738434	0.744203	0.736159	0.721490	0.709998	0.710334	0.719937	0.733572	0.746548	0.754795	0.759751	0.763570	0.768063	0.775063	0.784909	0.795317	0.803798	0.807031	0.801804	0.795721	0.797696	0.818277	0.864337	0.916164	0.951097	0.947258	0.904099	0.844229	0.791408	0.765611	0.757250	0.759135	0.766677	0.777940	0.801363	0.827631	0.844456	0.840466	0.817035	0.783704	0.750008	0.723246	0.697117	0.672723	0.653132	0.642208	0.643117	0.647773	0.646778	0.630797	0.598713	0.561349	0.530340	0.516020	0.515598	0.522461	0.530555	0.535566	0.542587	0.549142	0.551094	0.543743	0.524565	0.501626	0.484112	0.480895	0.492212	0.508876	0.521225	0.521101	0.512269	0.497868	0.480026	0.459503	0.431917	0.402351	0.377444	0.363407	0.359710	0.360849	0.361241	0.357150	0.354116	0.348488	0.334773	0.306032	0.256541																												
																																								0.496671	0.584980	0.640670	0.678018	0.703463	0.719381	0.725915	0.715751	0.698497	0.686407	0.690507	0.708349	0.732171	0.754616	0.769574	0.780265	0.788507	0.795218	0.801093	0.805503	0.808591	0.810700	0.810955	0.805231	0.799903	0.802878	0.823955	0.870757	0.923322	0.958501	0.953886	0.908710	0.846404	0.791653	0.765184	0.756945	0.759612	0.768600	0.782316	0.810361	0.841526	0.861194	0.855535	0.825164	0.783090	0.742703	0.714829	0.692588	0.674326	0.660416	0.652368	0.654141	0.658946	0.658489	0.644554	0.616203	0.582903	0.554818	0.540929	0.538637	0.542427	0.547329	0.550027	0.555463	0.560366	0.559816	0.547976	0.520992	0.489841	0.467150	0.465282	0.485143	0.513162	0.534901	0.537987	0.527432	0.508926	0.486879	0.463861	0.434188	0.402868	0.376855	0.362665	0.359792	0.362395	0.364531	0.362300	0.361855	0.358892	0.347047	0.318542	0.267624																												
																																							0.417978	0.496331	0.569797	0.618219	0.653667	0.680203	0.698396	0.707069	0.700329	0.687209	0.678931	0.685580	0.704859	0.729746	0.753608	0.771141	0.785951	0.798534	0.808311	0.814490	0.816263	0.815499	0.814393	0.813732	0.809000	0.805432	0.809865	0.831110	0.876902	0.928117	0.962440	0.958254	0.914752	0.854627	0.801807	0.776379	0.768608	0.771386	0.780261	0.793763	0.821487	0.852109	0.870897	0.863803	0.831068	0.786419	0.744104	0.715753	0.694419	0.677735	0.665345	0.658033	0.659657	0.664290	0.664573	0.653364	0.630345	0.603082	0.579571	0.566839	0.562719	0.563073	0.564245	0.563993	0.566649	0.568679	0.565075	0.549726	0.518127	0.482396	0.456549	0.454273	0.476448	0.508213	0.533794	0.539810	0.532209	0.516440	0.496380	0.474074	0.443810	0.411158	0.383671	0.368276	0.363899	0.365045	0.366306	0.364213	0.364655	0.363249	0.353630	0.328354	0.282806	0.230584																											
																																							0.458099	0.510545	0.560832	0.596545	0.625588	0.649837	0.668849	0.681336	0.684342	0.683096	0.683954	0.692396	0.706327	0.723060	0.740430	0.757162	0.776006	0.794571	0.809522	0.817611	0.818651	0.816140	0.813785	0.813793	0.811552	0.811005	0.817667	0.838955	0.882166	0.930154	0.962805	0.960676	0.923180	0.870542	0.824045	0.801572	0.794521	0.796477	0.803366	0.813708	0.835818	0.860089	0.873965	0.865477	0.834844	0.793743	0.754290	0.726196	0.702944	0.683511	0.668818	0.660588	0.661721	0.666626	0.668586	0.661430	0.646079	0.627476	0.610499	0.599357	0.592461	0.587720	0.583441	0.578925	0.577344	0.575168	0.567743	0.549281	0.515215	0.477424	0.449690	0.445274	0.464340	0.493409	0.518363	0.527645	0.528022	0.522029	0.510254	0.491948	0.462619	0.429006	0.399506	0.381471	0.372513	0.368465	0.365704	0.362115	0.362350	0.362322	0.356345	0.338422	0.306663	0.269585																											
																																						0.489846	0.508799	0.533202	0.557904	0.578804	0.598763	0.618068	0.636146	0.652559	0.667686	0.681460	0.693695	0.703701	0.709732	0.714805	0.722602	0.737042	0.759466	0.784166	0.804777	0.815419	0.816839	0.813921	0.811534	0.813025	0.813883	0.816775	0.825861	0.847040	0.886877	0.930720	0.961278	0.961912	0.932381	0.889646	0.851479	0.832850	0.826680	0.827437	0.831506	0.837305	0.851302	0.866453	0.873444	0.863437	0.836742	0.801782	0.767252	0.739794	0.713618	0.689801	0.671231	0.661121	0.661002	0.665620	0.669025	0.666185	0.659405	0.650644	0.641247	0.632262	0.622859	0.613097	0.603286	0.594247	0.587766	0.580641	0.568987	0.547809	0.512745	0.474606	0.446000	0.438785	0.452187	0.475380	0.497303	0.509510	0.519384	0.525528	0.524236	0.511146	0.483471	0.449290	0.417877	0.397001	0.382810	0.372672	0.365010	0.359197	0.358259	0.358788	0.356311	0.346913	0.331879	0.313410	0.293414																										
																																						0.551284	0.555370	0.557877	0.561933	0.570028	0.580406	0.592919	0.607946	0.626675	0.651942	0.678777	0.701134	0.712882	0.712877	0.708776	0.708915	0.721303	0.746000	0.774917	0.799599	0.812377	0.814739	0.812370	0.810748	0.813881	0.817508	0.823303	0.834309	0.855133	0.891565	0.931278	0.959645	0.962664	0.940382	0.906739	0.876261	0.861234	0.856037	0.855879	0.857472	0.859066	0.865465	0.872013	0.872391	0.860624	0.836993	0.807098	0.776695	0.749852	0.721599	0.694495	0.672723	0.660350	0.657573	0.660062	0.663240	0.663674	0.664643	0.665207	0.663390	0.657355	0.647289	0.634780	0.621426	0.608912	0.597774	0.585612	0.569761	0.546442	0.511455	0.474179	0.445676	0.436120	0.444046	0.461234	0.479552	0.493441	0.510568	0.526269	0.533349	0.524504	0.498348	0.464032	0.431533	0.409014	0.391694	0.377784	0.366870	0.359030	0.355892	0.355208	0.354140	0.351014	0.349428	0.346259	0.337155																										
